TIME
0.00000000
5.29404783
6.52344513
7.75102711
8.97836781
10.20491314
11.50338364
12.72952080
13.95526981
15.18081474
16.46541595
17.69018364
18.91580200
20.14110565
21.42472458
22.64925194
23.87383461
25.09880447
26.40784836
27.63287544
28.85755157
30.08329964
31.30458450
32.53090668
33.75710297
34.98299789
36.20909882
37.47721863
38.70226288
39.92843628
41.15353775
42.43743515
43.66179657
44.88632202
46.11179352
47.39568710
48.62047577
49.84526062
51.06978607
52.30220413
53.52767563
54.75303268
55.97839355
57.20364380
58.50966644
59.73590088
60.96112823
62.18637848
63.47001648
64.69485474
65.91949463
67.14517212
68.42839813
69.65320587
70.87802887
72.10260773
73.38684082
74.61228943
75.83791351
77.06334686
78.30227661
79.52665710
80.75249481
81.97726440
83.20264435
84.48646545
85.71099091
86.93563080
88.16102600
89.44425964
90.66876221
91.89379120
93.11818695
94.40401459
95.62934875
96.85456085
98.07979584
99.30406189
100.52902985
101.75476074
102.98012543
104.20548248
105.48922729
106.71356964
107.99104309
109.27197266
110.49733734
111.72203064
112.94664764
114.17136383
115.45735168
116.70702362
117.93196106
119.15748596
120.44142151
121.66677856
122.89212036
124.11699677
125.39976501
126.62434387
127.84903717
129.07490540
130.30339050
131.52832031
132.75326538
133.97785950
135.20434570
136.48837280
137.71432495
138.94000244
140.16511536
141.44842529
142.67420959
143.89956665
145.12460327
146.40795898
147.63262939
148.87632751
150.10255432
151.38572693
152.61056519
153.83465576
155.05932617
156.30122375
157.52580261
158.75090027
159.97668457
161.20199585
162.48587036
163.71118164
164.93647766
166.16247559
167.43678284
168.66127014
169.88697815
171.11228943
172.39537048
173.62014771
174.84454346
176.06925964
177.30261230
178.52726746
179.75186157
180.97769165
182.27940369
183.50567627
184.73091125
185.95655823
187.18171692
188.45231628
189.67680359
190.90213013
192.12803650
193.41168213
194.63619995
195.86082458
197.08633423
198.30366516
199.52894592
200.75360107
201.97808838
203.20381165
204.48828125
205.71345520
206.93893433
208.16407776
209.44726562
210.67224121
211.89804077
213.12332153
214.40237427
215.62710571
216.85176086
218.07717896
219.30337524
220.52798462
221.75262451
222.97727966
224.20283508
225.48712158
226.71260071
227.93800354
229.16343689
230.43756104
231.66239929
232.88807678
234.11344910
235.39668274
236.62141418
237.84590149
239.07243347
240.30224609
241.52668762
242.75143433
243.97598267
245.20039368
246.48461914
247.70983887
248.93572998
250.16114807
251.44480896
252.67059326
253.89605713
255.12107849
256.40655518
257.63265991
258.85882568
260.08508301
261.30435181
262.52926636
263.75402832
264.97863770
266.20401001
267.49090576
268.71664429
269.94256592
271.16842651
272.45245361
273.67831421
274.90447998
276.13061523
277.41503906
278.63967896
279.86468506
281.09060669
282.30453491
283.52963257
284.75473022
285.97955322
287.20431519
288.49069214
289.71664429
290.94219971
292.16848755
293.45275879
294.67846680
295.90417480
297.12933350
298.41336060
299.63861084
300.86364746
302.08935547
303.30480957
304.52966309
305.75451660
306.97937012
308.20428467
309.49023438
310.71633911
311.94232178
313.16769409
314.45147705
315.67736816
316.90319824
318.12890625
319.41369629
320.63848877
321.86428833
323.08990479
324.30459595
325.52960205
326.75442505
327.97918701
329.20468140
330.48837280
331.71426392
332.94046021
334.16616821
335.45004272
336.67565918
337.90133667
339.12680054
340.41076660
341.63555908
342.86184692
344.08740234
345.30441284
346.52929688
347.75402832
348.97909546
350.20495605
351.48883057
352.71325684
353.93865967
355.16409302
356.44836426
357.67358398
358.89898682
360.12484741
361.40838623
362.63323975
363.85873413
365.08407593
366.30496216
367.52984619
368.75463867
369.97943115
371.20501709
372.48919678
373.71426392
374.93893433
376.16543579
377.44982910
378.67532349
379.90121460
381.12652588
382.41082764
383.63589478
384.86309814
386.08859253
387.30496216
388.52993774
389.75479126
390.97955322
392.20544434
393.47372437
394.69812012
395.92279053
397.14859009
398.42559814
399.65173340
400.87725830
402.10296631
403.38665771
404.61148071
405.83715820
407.06246948
408.30310059
409.55148315
410.77606201
412.00045776
413.27972412
414.50521851
415.73040771
416.95541382
418.18005371
419.46502686
420.69049072
421.91586304
423.14147949
424.44546509
425.67187500
426.89749146
428.12503052
429.42483521
430.64968872
431.87536621
433.10183716
434.38592529
435.61019897
436.83480835
438.05902100
439.30291748
440.52838135
441.77255249
442.99822998
444.27835083
445.50369263
446.72946167
