TIME_MS
0.00000000
1.19613695
2.12914801
3.12962103
4.18037081
5.14417696
6.14326096
7.15103006
8.16929913
9.17910480
10.15296745
11.17027283
12.15048695
13.15038586
14.13696957
15.14085007
16.15067482
17.17849922
18.15084267
19.15061188
20.13391876
21.13546562
22.13530731
23.14518738
24.17040253
25.13389206
26.17055130
27.13520813
28.13525581
29.14869118
30.14699745
31.15056419
32.14897919
33.15224838
34.13489151
35.13277054
36.17172241
37.14997482
38.13850403
39.13821793
40.15018845
41.15032959
42.17596817
43.13816452
44.15034103
45.14840317
46.16797256
47.15144348
48.15045547
49.13361359
50.13356781
51.13822556
52.17593765
53.17613220
54.17980957
55.14361572
56.13390350
57.17359924
58.14442444
59.14982224
60.18333054
61.13669205
62.14831543
63.14762115
64.14035034
65.13761902
66.13353729
67.15016174
68.15011597
69.15004730
70.13876343
71.14791870
72.17798615
73.17794037
74.14750671
75.13792419
76.13554382
77.17655182
78.17697144
79.17601776
80.17593384
81.14044952
82.14981079
83.14509583
84.15223694
85.13906097
86.15021515
87.14990997
88.13482666
89.13909912
90.14799500
91.14997101
92.15018463
93.15023041
94.13790894
95.15003204
96.14649963
97.15036011
98.14907837
99.13780975
100.15019226
101.13569641
102.15041351
103.17579651
104.17598724
105.14853668
106.13589478
107.18179321
108.14763641
109.15205383
110.14441681
111.13807678
112.15021515
113.15013123
114.14743805
115.14954376
116.14829254
117.14985657
118.14997864
119.16265869
120.14249420
121.13600922
122.13905334
123.14908600
124.15276337
125.14691925
126.14772034
127.14071655
128.14520264
129.13537598
130.13920593
131.15048218
132.13320923
133.14791870
134.17596436
135.14855957
136.15121460
137.14860535
138.17018127
139.13514709
140.14773560
141.18252563
142.17662048
143.17491150
144.13386536
145.14767456
146.14816284
147.14852905
148.13603210
149.18368530
150.13507080
151.13626099
152.14865112
153.17015076
154.16470337
155.13508606
156.14788818
157.13494873
158.13357544
159.14532471
160.14797974
161.13462830
162.14585876
163.14372253
164.14566040
165.17660522
166.14089966
167.17822266
168.18354797
169.13504028
170.15040588
171.13534546
172.15045166
173.14796448
174.14849854
175.13652039
176.17393494
177.17811584
178.17018127
179.14051819
180.14064026
181.14778137
182.17588806
183.15235901
184.29296875
185.46235657
186.21757507
187.34062195
188.47073364
189.19926453
190.15333557
191.14079285
192.38850403
193.15396118
194.34890747
195.18225098
196.15347290
197.16136169
198.16004944
199.15127563
200.15242004
201.15187073
202.15196228
203.15301514
204.15785217
205.13548279
206.14636230
207.15100098
208.14143372
209.15255737
210.15042114
211.17802429
212.14959717
213.17204285
214.14105225
215.15228271
216.17486572
217.13938904
218.16931152
219.14120483
220.13899231
221.14843750
222.14875793
223.15266418
224.13842773
225.15039062
226.18388367
227.15121460
228.14030457
229.14712524
230.18444824
